,종류,공고번호,발견장소,특징,성별,상태
9244,대구-수성-2024-00220,동대구로14길9-1..,-,수컷,방사,코숏|고등어태비
9248,경기-고양-2024-00494,식사동 블루밍 3단..,임신,암컷,방사,K.S.H|삼색
9252,전북-익산-2024-00670,함라면 남천길14-..,없음,수컷,방사,코쇼|노랑/흰
9256,울산-남구-2024-00111,중앙로156번길 인..,성격약간거침.2주항..,암컷,방사,DSH|검/갈
9260,제주-제주-2024-00987,삼도이동 무근성길 ..,치즈,수컷,방사,K/S|치즈
9264,대전-유성-2024-00184,장대동 324-14..,없음,수컷,방사,KSH|황백색
9268,대구-수성-2024-00221,무학로35길114,-,수컷,방사,코숏|검갈.흰색
9272,인천-강화-2024-00239,인천광역시 강화군 ..,없음,수컷,방사,한국고양이|블랙
9276,경북-영천-2024-00254,경북 영천시 현고길..,흰색,수컷,방사,코리안숏헹어|흰색
9280,울산-동구-2024-00122,전하푸르지오 2단지..,순함,암컷,방사,코숏|삼색
9284,충남-천안-2024-00673,신부동 대림아파트,없음,암컷,방사,코숏|흰색+검정+노랑
9288,인천-미추홀-2024-00167,토중금로 37,없음,암컷,방사,코숏|검.회
9292,경기-안성-2024-00308,상마정앞길 95-6..,없음,수컷,방사,한국|검정/흰색
9296,경북-상주-2024-00500,인평1길 21-14..,특이사항 없음,암컷,방사,코숏|삼색
9300,경북-상주-2024-00498,신봉1길 14,특이사항 없음,암컷,방사,코숏|삼색
9304,경기-양평-2024-00527,경기도 양평군 옥천..,이상없음으로 중성화..,수컷,방사,코리아 숏헤어|고등어
9308,인천-미추홀-2024-00163,경인로 42번길 1..,없음,암컷,방사,코숏|삼색이
9312,경북-영천-2024-00253,경북 영천시 금창로..,흰색노랑검은삼색이,암컷,방사,코리안숏헤어|흰색노랑검은삼색이
9316,경북-영천-2024-00251,경북 영천시 야사4..,검은색,암컷,방사,코리안숏헤어|검은색
9320,대구-서구-2024-00132,내당동 463-7,고등어. 약한 자궁..,암컷,방사,한국고양이|흰색+검회갈색
9324,경북-성주-2024-00007,성주 금수면 명천로..,"검정,황 혼합",암컷,방사,"믹스|검정, 황 혼합"
9328,인천-강화-2024-00281,인천광역시 강화군 ..,검은코,암컷,방사,코숏|검은색
9332,충북-충주-2024-00198,천변길 32,흰검,수컷,방사,코숏|흰검
9336,경기-안산-2024-00591,목내로108번길14..,없음,수컷,방사,코숏|턱시도
9340,충북-충주-2024-00188,무학시장 풍기야채,흰색,암컷,방사,코숏|흰색
9344,경기-평택-2024-00371,평택시 팽성읍 노와..,"노랑, 덩치 큼",수컷,방사,코리안숏헤어|노랑
9348,경남-고성-2024-00781,고성읍 남해안대로2..,없음,암컷,방사,한국고양이|흑갈색
9352,충남-천안-2024-00672,용곡5길 37-6,없음,수컷,방사,코숏|노랑+흰색
9356,서울-용산-2024-00219,대사관로30길41,양쪽 눈 색이 다름..,수컷,방사,한국고양이|흰색+이마얼룩
9360,충북-충주-2024-00195,김생로 1168,검흰,수컷,방사,코숏|검흰
9364,경기-의정부-2024-00297,의정부동 188-3..,피하수액 /항생제/..,암컷,방사,코숏|고등어
9368,충북-충주-2024-00196,삼화연립 보건소,검흰,수컷,방사,코숏|검흰
9372,전북-남원-2024-00331,노암동,TNR 대상,수컷,방사,길고양이|흰검색
9376,경북-성주-2024-00006,성주 금수면 명천로..,백색 수컷,수컷,방사,믹스|백색
9380,대전-서구-2024-00102,흑석동 338,,수컷,방사,KSH|오렌지테비
9384,충북-진천-2024-00137,초평면 영구리2길1..,특이사항없음,암컷,방사,한국고양이|치즈
9388,대구-달성-2024-00216,대구광역시 달성군 ..,양호,수컷,방사,KSH|흰갈
9392,대전-유성-2024-00181,어은동 52-7,없음,수컷,방사,"KSH|검정,흰색"
9396,서울-서초-2024-00100,서울시 서초구 주흥..,고등어,수컷,포획,코숏|고등어
9400,경남-밀양-2024-00364,무안면 무안중앙길 ..,없음,수컷,방사,한국고양이|백갈색
9404,경남-의령-2024-00072,의령읍 무전리 무중..,없음,수컷,방사,"k,s|흰,검"
9408,경남-밀양-2024-00365,무안면 무안중앙길 ..,없음,수컷,방사,한국고양이|갈색
9412,경남-진주-2024-00828,도동로 264번길 ..,등은 흑황색 배는 ..,암컷,방사,코숏|흑황백
9416,경남-밀양-2024-00362,무안면 모로리 44..,없음,수컷,방사,한국고양이|흑백색
9420,전북-진안-2024-00228,진장로,없음,수컷,방사,코리언숏헤어|흰색/갈색
9424,대전-중구-2024-00071,대종로704번길2,없음,수컷,방사,코리안숏헤어|백흑
9428,전북-진안-2024-00224,진장로,없음,암컷,방사,코리언숏헤어|검정/갈색
9432,전북-진안-2024-00231,진장로,없음,수컷,방사,코리언숏헤어|흰색/갈색
9436,전북-진안-2024-00229,진장로,없음,암컷,방사,코리언숏헤어|흰색/검정
9440,전북-진안-2024-00230,진장로,없음,수컷,방사,코리언숏헤어|흰색/갈색
9444,경기-성남-2024-00307,중원구 산성대로55..,없음,암컷,방사,한국고양이|삼색
9448,경기-안산-2024-00589,대남로182-8,없음,수컷,방사,코숏|고등어
9452,경기-시흥-2024-00326,목감 큰빛교회,"**생식기 이상묘,..",암컷,방사,한국길고양이|올블랙
9456,서울-관악-2024-00148,관악구 신림로58길..,특이사항 없음,수컷,방사,KSH|노랑
9460,경기-부천-2024-00309,(소사구) 은성로 ..,마취후 수술대위에서..,암컷,방사,한국길고양이|블랙
9464,경기-시흥-2024-00325,목감 큰빛교회,치즈,암컷,방사,한국길고양이|치즈
9468,서울-양천-2024-00270,은행정로85-3,없음,수컷,중성화,코숏|치즈
9472,경기-남양주-2024-00930,창현 신명아파트,없음,수컷,방사,ksh|고등어
9476,경기-남양주-2024-00912,늘을1로73번안길 ..,없음,암컷,방사,ksh|삼색
9480,경남-마산-2024-00594,(구산면)구산로 5..,없음,수컷,방사,한국고양이|검정 흰색
9484,충남-아산-2024-01005,송악면 평촌리 11..,없음,수컷,방사,코리안숏|고등어색
9488,대전-대덕-2024-00149,중리동,,수컷,방사,코숏|회백
9492,경남-마산-2024-00598,(회성동)회성시장2..,없음,수컷,방사,한국고양이|연갈색 흰색
9496,경기-남양주-2024-00932,비룡로 120번길 ..,없음,수컷,방사,ksh|노랑줄무늬
9500,광주-광산-2024-00188,광산구 신창로 48..,우후지 뒷꿈치 상처..,수컷,방사,코숏|검
9504,충남-천안-2024-00635,서북구 한들3로 3..,없음,수컷,방사,고등어|고등어
9508,서울-중랑-2024-00315,극락사,없음,수컷,방사,코숏|흰색검정
9512,충남-천안-2024-00631,직산읍 천안대로 1..,없음,수컷,방사,고등어|고등어
9516,경기-남양주-2024-00909,마석역앞,없음,수컷,방사,ksh|노란색흰색
9520,경남-마산-2024-00596,(구암동)구암북20..,없음,수컷,방사,한국고양이|흰색 회색 검정
9524,광주-광산-2024-00191,광산구 풍영정길 산..,없음,수컷,방사,코숏|노
9528,서울-광진-2024-00182,긴고량로26길33,구내염 검사및 치료..,수컷,방사,코숏|노랑
9532,충남-천안-2024-00632,직산읍 상덕로 43..,없음,수컷,방사,고등어|고등어
9536,경기-남양주-2024-00931,창현 신명아파트,없음,수컷,방사,ksh|고등어
9540,광주-광주광역시-2024-00614,광산구 산정공원로 ..,없음,수컷,방사,코숏|흰.검
9544,광주-광산-2024-00186,광산구 금봉로 10..,호흡기 주사처치,수컷,방사,코숏|검.흰
9548,충남-천안-2024-00630,직산로59,없음,암컷,방사,젖소|삼색
9552,광주-북구-2024-00124,북구 두암동 예향아..,없음,암컷,방사,코숏|흰.검
9556,경남-마산-2024-00599,(봉암동)봉양로 1..,미수술 방사,미상,,한국고양이|검정 흰색
9560,광주-북구-2024-00128,북구 운암중학교 5..,없음,암컷,방사,코숏|노.흰
9564,광주-광주광역시-2024-00610,북구 두암동 해피니..,없음,수컷,방사,코숏|흰.노
9568,충남-아산-2024-01003,외암로 1247 장..,없음,암컷,방사,코리안숏|갈흰색
9572,충남-아산-2024-01006,아산시 외암로 12..,없음,암컷,방사,코리안숏|검흰색
9576,충남-아산-2024-01010,아산시 염치읍 충무..,없음,수컷,방사,코리안숏|고등어흰색
9580,부산-북구-2024-00039,신화명리버뷰자이A,북구 118,수컷,방사,믹스|검.흰
9584,인천-부평-2024-00068,항동로45번길53-..,턱시도,암컷,방사,한국 고양이|검흰 턱시도
9588,경남-함안-2024-00242,칠원읍 운곡마을 골..,없음,수컷,방사,한국고양이|흰색 검정색 갈색
9592,광주-광주광역시-2024-00613,광산구 목련초부근 ..,없음,암컷,방사,코숏|검.갈
9596,서울-중랑-2024-00318,용마산로 99길13..,없음,암컷,방사,코숏|검정줄무늬
9600,경기-남양주-2024-00910,의안로 260번길 ..,없음,수컷,방사,ksh|노란줄무늬
9604,충남-아산-2024-01013,탕정면 삼성로 37..,없음,암컷,방사,코리안숏|삼색이
9608,경남-마산-2024-00597,(구암동)구암북4길..,없음,수컷,방사,한국고양이|흰색 검정
9612,경남-마산-2024-00592,(구산면)구산로 5..,없음,수컷,방사,한국고양이|흰색 회색 검정
9616,경기-용인-2024-00986,수지구 만현로 13..,",",암컷,방사,KSH|카오스
9620,경남-창원-2024-00465,(팔용동)극동아파트..,없음,수컷,방사,한국고양이|노랑
9624,서울-중랑-2024-00320,용마산로 99길13..,없음,암컷,방사,코숏|검정줄무늬
9628,경기-남양주-2024-00911,경춘낚시터,없음,수컷,방사,ksh|검정색갈색줄무늬
9632,광주-광산-2024-00194,광산구 송도로212..,없음,수컷,방사,코숏|흰.검
9636,충남-천안-2024-00629,시청로 73 불당동..,없음,수컷,방사,치즈|치즈
9640,광주-광주광역시-2024-00627,남구 금화로 376..,없음,암컷,중성화,코숏|흰.노
9644,광주-동구-2024-00097,동구 궁동 미로센터..,없음,수컷,방사,코숏|흰.검
9648,경남-함안-2024-00245,산인면 산인로 34..,없음,암컷,방사,한국고양이|검정색 흰색
9652,서울-광진-2024-00184,긴고량로26길33,없음,수컷,방사,코숏|흰색
9656,서울-중랑-2024-00319,용마산로 99길13..,없음,암컷,방사,코숏|검정줄무늬
9660,경기-광주-2024-00673,광주시 지위동길 3..,길고양이,암컷,방사,한국고양이|삼색
9664,경남-마산-2024-00593,(구산면)구산로 5..,없음,암컷,방사,한국고양이|흰색 회색 검정
9668,경남-마산-2024-00591,(구산면)마전길 1..,초음파 임신 확인 ..,암컷,,한국고양이|흰색
9672,서울-노원-2024-00216,태능골프장,.,암컷,방사,코숏|흰검
9676,경기-광주-2024-00674,도척로 765번길 ..,.,암컷,방사,한국고양이|고등어
9680,충남-아산-2024-01002,신창면 남성길 72..,없음,암컷,방사,코리안숏|갈흰색
9684,경기-남양주-2024-00917,율석리 235-4,없음,수컷,방사,ksh|고등어&흰색
9688,경남-마산-2024-00595,(구산면)구산로 5..,없음,암컷,방사,한국고양이|흰색 회색 검정
9692,경기-하남-2024-00224,서하남로 88,귀진드기 기생충감염..,수컷,방사,코숏|치즈
9696,경기-광주-2024-00660,광주시 초월읍 무갑..,길고양이,수컷,방사,한국고양이|검백색
9700,부산-북구-2024-00042,롯데캐슬카이저A,북구 121,암컷,방사,믹스|검.흰.황
9704,광주-광주광역시-2024-00622,동구 산수동 525..,없음,암컷,방사,코숏|검.갈
9708,광주-동구-2024-00093,동구 산수동 동산로..,없음,수컷,방사,코숏|흰.황
9712,경기-하남-2024-00223,서하남로 88,귀진드기 기생충감염..,수컷,방사,코숏|고등어
9716,서울-강북-2024-00275,도봉로67길48-6..,설사심해서추가입원,암컷,방사,한국고양이|삼색
9720,서울-강북-2024-00274,삼양로74다길12,이상없음,수컷,방사,한국고양이|고등어
9724,서울-서대문-2024-00341,독립문로14길46,허피스감염  기생충..,수컷,방사,ksh|검정/흰정
9728,경기-광명-2024-00256,경기도 광명시 광명..,없음,수컷,방사,코리안숏헤어|턱시도
9732,경기-의정부-2024-00294,비우로 85,기생충약,수컷,방사,ksh|치즈
9736,경기-안산-2024-00593,안산천동로 4길 2..,없음,암컷,방사,한국고양이|턱시도
9740,경기-양평-2024-00534,경기도 양평군 개군..,완전한 흑색의 개체..,수컷,방사,한국|흑색
9744,경기-수원-2024-00268,세류동 156-45..,.,수컷,방사,한국고양이|고등어
9748,경기-과천-2024-00113,과천시 주암동 13..,귀진드기 세척 후 ..,암컷,중성화,코숏|삼색이
9752,전북-군산-2024-00320,싸전길 8,-,수컷,방사,코리안숏헤어|치즈태비
9756,서울-강동-2024-00196,둔촌동 494-1,없음,암컷,방사,코숏|노랑.흰색
9760,경기-성남-2024-00303,분당구 쇳골북로32..,신청분이 관리(간호..,암컷,방사,한국고양이|노랑+흰색
9764,경기-과천-2024-00112,과천시 주암동 13..,귀진드기 세척 후 ..,암컷,중성화,코숏|삼색이
9768,서울-서대문-2024-00340,독립문로14길52,허피스감염  기생충..,암컷,방사,ksh|고등어
9772,경기-양평-2024-00535,경기도 양평군 개군..,탈출시도때문인지 코..,수컷,방사,한국|백흑
9776,경기-용인-2024-00971,포은대로1272번길..,없음,수컷,방사,코숏|흰검
9780,경기-양평-2024-00532,경기도 양평군 개군..,전형적인 3색고양이..,암컷,방사,한국|3색
9784,경기-양평-2024-00531,경기도 양평군 양동..,매우 큰 개체이나 ..,수컷,방사,한국|황색
9788,경기-의정부-2024-00295,녹양동 호명산 빌리..,기생충약,수컷,방사,ksh|치즈
9792,서울-양천-2024-00245,월정로13길22-1..,사나움,수컷,방사,한국고양이|흰/검정
9796,경기-양평-2024-00536,경기도 양평군 개군..,매우 깨끗한 상태이..,수컷,방사,한국|백갈색
9800,경기-과천-2024-00110,과천시 재경길 17..,치즈냥이,수컷,방사,코숏|치즈태비
9804,서울-강동-2024-00156,강동구 올림픽로 5..,턱드름,암컷,방사,코숏|삼색이
9808,경남-거제-2024-00588,쌍근마을 오토캠핑장..,없음,수컷,방사,코숏|황색
9812,경기-수원-2024-00273,북수동 13-11..,없음,수컷,방사,한국고양이|백검
9816,경기-과천-2024-00115,과천시 과천동 공영..,턱드름 제거 후 드..,암컷,중성화,코숏|삼색이
9820,경기-광명-2024-00258,경기도 광명시 광명..,없음,수컷,방사,코리안숏헤어|노랭이
9824,경남-진주-2024-00714,명석면 가화마을,포악함,수컷,방사,코숏|고등어(반고등어)
9828,전북-전주-2024-01050,덕진구 원장동길 1..,종합백신 광견병백신..,수컷,방사,KSH|고등어
9832,전북-전주-2024-01053,덕진구 내동길 17..,종합백신 광견병백신..,암컷,방사,KSH|흰색갈색
9836,전남-무안-2024-00077,삼향읍후광대로359..,2477_충분한 회..,암컷,방사,코숏|검/흰
9840,전북-전주-2024-01049,덕진구 원장동길 1..,종합백신 광견병백신..,암컷,방사,KSH|고등어
9844,경남-거제-2024-00589,남부면 쌍근1길 3..,없음,수컷,방사,코숏|황색
9848,서울-강동-2024-00153,길동 382-6,사나움,수컷,방사,"코숏|흰, 노"
9852,경기-용인-2024-00970,오포로 648-27..,없음,암컷,방사,코숏|삼색
9856,경기-용인-2024-00967,문형동림로 83_0..,없음,암컷,방사,코숏|삼색
9860,경남-거제-2024-00592,쌍근마을 오토캠핑장..,없음,암컷,방사,코숏|황색
9864,충남-서천-2024-00104,충청남도 서천군 마..,금색 각막에 전신이..,암컷,방사,한국산고양이|흰색
9868,경기-양평-2024-00520,경기도 양평군 옥천..,이상없음으로 중성화..,수컷,방사,코리아 숏헤어|치즈
9872,경기-용인-2024-00964,동산로 24-6_0..,없음,수컷,방사,코숏|치즈
9876,충남-부여-2024-00194,임천면 두곡로116..,없음,수컷,방사,KSH|고등어
9880,경기-양평-2024-00519,경기도 양평군 옥천..,이상없음으로 중성화..,수컷,방사,코리아 숏헤어|치즈
9884,경기-양평-2024-00521,경기도 양평군 옥천..,이상없음으로 중성화..,수컷,포획,코리아 숏헤어|치즈
